"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Mức giá internet","Mức giá nước","Mức giá điện","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","Thời gian dự kiến vào ở","Tiện ích","title","url","Đường vào"
"43 m²","Đông - Bắc","Tây - Nam","","3 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","","","","Cập nhật quỹ căn studio, 1PN+, 2PN, 3PN rẻ nhất Vinhomes Smart City LH: 0769 920 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-vinhomes-smart-city/cap-nhap-quy-chuyen-nhuong-re-nhat-thang-4-tai-lh-pr42671437",""
"160 m²","","Đông","","35 tỷ","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Bán đất đường An Thượng 1, có sẵn GPXD và móng xây cao 10 tầng","https://batdongsan.com.vn/ban-dat-duong-an-thuong-1-phuong-my-an/b-1-co-s-gpxd-va-mong-xay-cao-10-tg-pr38126030",""
"120 m²","","","6 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Hạ giá bán gấp MTĐ. Trần Hoàng Na gần cao đẳng Cần Thơ, 120m2, SHR, sang tên trong ngày","https://batdongsan.com.vn/ban-dat-duong-tran-hoang-na-phuong-an-khanh-1/ha-gia-ban-gap-mtd-gan-cao-dang-can-tho-120m2-2-ty-shr-sang-ten-trong-ngay-pr42916346",""
"10.000 m²","","","","500 triệu","","","","","","","","","","","Đất nông nghiệp làm fram, chăn nuôi tại Ninh Thuận 0967 876 ***","https://batdongsan.com.vn/ban-dat-thi-tran-phuoc-dai/-nong-nghiep-lam-fram-chan-nuoi-tai-ninh-thuan-pr39987656",""
"190 m²","","","","500 triệu","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần xoay vốn làm ăn bán gấp đất rộng 190m2, đường Hương Lộ 10, Xuân Đường, Cẩm Mỹ. Giá 500triệu","https://batdongsan.com.vn/ban-dat-duong-huong-lo-10-xa-xuan-duong-4/can-xoay-von-lam-an-ban-gap-rong-190m2-10-cam-my-gia-600trieu-pr42745685",""
"245 m²","","Đông - Nam","7 m","2,65 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ cần bán lô đất thổ cư HXH ngay ngã tư Sông Ray","https://batdongsan.com.vn/ban-dat-duong-765-xa-song-ray/chinh-chu-can-ban-lo-full-tho-cu-hxh-ngay-nga-tu-ray-pr42897825","3 m"
"115 m²","","","5 m","1,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ bán nhanh lô đất BD1-28, Happy Home Cà Mau, 115m², đường 14m, giá 17 triệu/m² (có TL)","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-quan-lo-phung-hiep-phuong-tan-thanh-14-prj-happy-home-ca-mau/chinh-chu-ban-nhanh-bd1-28-115m-14m-gia-17-trieu-m-co-tl-pr42887608",""
"95 m²","","","","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Kẹt vấn kinh doanh cần bán lô đất giá ngợp chính chủ SHR sang tên CC ngay","https://batdongsan.com.vn/ban-dat-phuong-tan-bien-1/ket-van-kinh-doanh-can-ban-lo-gia-ngop-chinh-chu-shr-sang-ten-cc-ngay-pr41365250",""
"100 m²","","","","28 tỷ","","","","","Sổ hồng","","","","","","Bán nhà phố Him Lam Kênh Tẻ - Nhà đẹp vào ở ngay","https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-hung-14-prj-khu-do-thi-him-lam-kenh-te/ban-dep-vao-o-ngay-pr42908312",""
"128 m²","Tây - Bắc","Đông - Nam","","9,8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Chính chủ BÁN CH 3PN-2WC, dt 128m2, tòa N04 Udic Complex, căn góc, giá 9,8tỷ ,LH 0363 388 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-trung-hoa-4-prj-n04-kdt-dong-nam-tran-duy-hung/toi-ban-ch-3pn-dt-125m2-toa-udic-complex-gia-7-5-ty-co-slot-oto-ban-cong-dn-lh-pr40130128",""
"97,3 m²","","","","95 triệu/m²","","","","","Sổ hồng","3 phòng","3 phòng","","","","Cập nhật tiến độ thi công Tuần 17 Viha Complex - Quỹ căn đẹp tháng 5 - Cam kết giá tốt nhất","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/cap-nhat-tien-do-thi-cong-17-gio-hang-thang-5-quy-an-ky-truc-tiep-chu-dau-tu-pr42880386?source=ad&adid=2987248",""
"66 m²","Đông - Nam","Tây - Bắc","","3,6 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Bán gấp căn 2 ngủ rẻ nhất toà ICID Complex Hà Đông","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-duong-noi-prj-icid-complex/ban-gap-2-ngu-re-nhat-toa-ha-dong-pr42649301",""
"88 m²","","","","15 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","6 phòng","5 phòng","5 tầng","","","Bán nhà phân lô Quang Trung, Hà Đông, kinh doanh, cam kết rẻ nhất khu vực, 88m 4 tầng, giá 15 tỷ.","https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-quang-trung-17/ban-ha-dong-phan-lo-via-he-kdt-62m2-gia-re-t-khu-vuc-dep-chac-chan-pr41558749",""
"185 m²","","Tây - Bắc","10 m","2,9 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","2 tầng","","","Bán nhà riêng 2T, TK kiểu biệt thự chỉ 1 căn duy nhất, rẻ nhất KV, 185m2, 2,9 tỷ Tân Thạnh, TTTP","https://batdongsan.com.vn/ban-nha-rieng-duong-trung-nu-vuong-phuong-tan-thanh-6/ban-2t-tke-kieu-biet-thu-chi-1-can-duy-t-re-t-kv-185m2-2-9-ty-tttp-pr42670691","5 m"
"89 m²","Đông - Nam","Đông","","5,1 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Cắt lỗ 150 triệu và 200 triệu lần lượt cho căn 2PN và căn 3PN chưa kí HĐMB. Ngoài ra còn 1PN và Stu","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-thi-ly-phuong-my-an-prj-sun-cosmo-residence/ban-stu-va-1-1pn-hiem-i-con-sot-lai-huong-tay-view-ve-song-han-gia-uu-dai-tang-qua-pr42700374",""
"50 m²","Tây - Bắc","Đông - Nam","","3,72 tỷ","","","","Cơ bản","Hợp đồng mua bán","1 phòng","1 phòng","","","","Chính chủ bán căn hộ 1 phòng ngủ 50m² tại Sunshine Garden giá tốt, view đẹp, nguyên bản CĐT","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/chinh-chu-ban-1-ngu-50m2-hai-ba-trung-hoang-mai-pr42860870",""
"45 m²","","","4 m","19 triệu/tháng","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","4 tầng","","","Cho thuê nhà riêng giá 19 triệu tại Phố Lò Đúc, Hà Nội","https://batdongsan.com.vn/cho-thue-nha-rieng-pho-lo-duc-phuong-pham-dinh-ho/cho-gia-19-trieu-tai-ha-noi-pr41266645","5 m"
"108 m²","","","11 m","18,9 tỷ","","","","","Sổ đỏ","","","","","","Đất Kim Ngưu, ô tô tránh, mặt tiền siêu to, 108m2, hơn 18 tỷ, ngõ thông, xây kinh doanh, ccmn hết ý","https://batdongsan.com.vn/ban-dat-duong-kim-nguu-phuong-thanh-luong/-o-to-tranh-mat-tien-sieu-to-108m-hon-18-ty-ngo-thong-xay-kinh-doanh-ccmn-het-y-pr42784599","6 m"
"94 m²","","","","5,9 tỷ","","","","","","3 phòng","2 phòng","","","","Tôi là chính chủ cần bán gấp căn hộ 3 PN, full nội thất đep tại Imperial Plaza 360 Giải Phóng","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-imperial-plaza/jtoi-la-chinh-chu-ban-gap-3-pn-full-noi-that-dep-tai-360-png-pr42727358",""
"80 m²","","Nam","5 m","4 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán 70m2 đất thị xã mỹ hào hưng yên","https://batdongsan.com.vn/ban-dat-nen-du-an-duong-39-2-xa-nghia-hiep-prj-pho-noi-house/nhung-dieu-can-biet-khi-mua-tai-hung-yen-pr41459746","17 m"
"130 m²","","","4,1 m","24 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","","","4 tầng","","","Giá tốt nhất khu vực chỉ 24 tỷ! Mặt tiền Cách Mạng Tháng 8. DT: 4.1x31m. CN 130m2, nhà 4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-6-15/gia-tot-t-khu-vuc-chi-24-ty-tien-8-dt-4-1x31m-cn-130m2-4-tang-pr40443416",""
"71 m²","","","","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Cần tiền bán CH Opal Garden Thủ Đức - 71m2 - 2PN, giá mềm view Landmark sổ hồng","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-20-5-phuong-hiep-binh-chanh-prj-opal-garden/-tien-ban-ch-thu-duc-71m2-2pn-gia-mem-view-landmark-so-hong-pr42837652",""
"86,4 m²","","","4,01 m","8,8 tỷ","","","","","Sổ hồng riêng.","4 phòng","2 phòng","2 tầng","","","Chính chủ bán nhà mặt phố tại Đường 4, Phước Bình, Thủ Đức, 8,8 tỷ, 86,4 m2, hàng hiếm giá tốt","https://batdongsan.com.vn/ban-nha-mat-pho-duong-4-phuong-phuoc-binh/chinh-chu-ban-tai-4-thu-duc-8-8-ty-86-4-m2-hang-hiem-gia-tot-pr42253574",""
"184,2 m²","","","10 m","16,5 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","1 tầng","","","Hàng ngộp! Nhà mặt tiền KD gần Vincom Thủ Đức, đường Tô Vĩnh Diện, Linh Chiểu, DT 184.2m2 ngang 10m","https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-vinh-dien-phuong-linh-chieu/hang-ngop-tien-kd-gan-vincom-thu-duc-dg-dt-184-2m2-ngang-10m-pr41304500","12 m"
"320 m²","","","","Thỏa thuận","","","","","","","","","","","Cho thuê kho xưởng 320m Văn Giang - Hưng Yên","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-duong-379-thi-tran-van-giang/cho-320m-hung-yen-pr42830218",""
"4.000 m²","","","","60 nghìn/m²","","","","","","","","","","","Chính chủ cho thuê nhà xưởng mới hoàn thiện gần Ecopark cạnh Vinhome Hưng Yên, giá rẻ nhất KV","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-xa-long-hung/chinh-chu-cho-moi-hoan-thien-gan-ecopark-canh-vinhome-yen-gia-re-t-kv-pr35662980",""
"510 m²","","","","19 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Đất đẹp Hóc Môn. Mặt tiền đường Mỹ Huề, Trung Chánh, Hóc Môn . Kinh doanh buôn bán mọi ngành nghề","https://batdongsan.com.vn/ban-dat-duong-my-hue-xa-trung-chanh/-dep-hoc-mon-mat-tien-hoc-mon-kinh-doanh-buon-ban-moi-nganh-nghe-pr42905535",""
"61,7 m²","","","3,9 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Chính chủ cần bán 61.7 m2 đất sát đại lộ Thăng Long, cách trung tâm Hà Nội 15 km","https://batdongsan.com.vn/ban-dat-xa-van-con/chinh-chu-can-ban-61-7-m2-sat-dai-lo-thang-long-cach-trung-tam-ha-noi-15-km-pr42528057","3 m"
"45 m²","","","6,2 m","3,8 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất - ĐH Công Nghiệp - Lai Xá 45m2 3.8 tỷ, ô tô đỗ cửa, ngõ thông","https://batdongsan.com.vn/ban-dat-duong-lai-xa-xa-kim-chung-1/ban-dh-cong-nghiep-45m-3-8-ty-o-to-do-cua-ngo-thong-pr42535202","2,5 m"
"65 m²","Đông - Nam","Tây - Bắc","","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","","","","SIÊU PHẨM NHÀ ĐẸP BAN CÔNG ĐÔNG NAM !!! TÔI CẦN BÁN NHANH CĂN 2 NGỦ FULL ĐỒ , SĐCC TẠI TOÀ CC ICID","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-trong-tan-phuong-duong-noi-prj-icid-complex/sieu-pham-nha-dep-ban-cong-dong-nam-toi-ban-nhanh-2-ngu-full-do-sdcc-tai-toa-cc-icid-pr42908728",""
"54 m²","Đông - Nam","Tây - Bắc","","3,5 tỷ","","","","Đầy đủ.","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","","","","Em Tùng chuyên chuyển nhượng HD Mon quỹ căn hơn 100 CH từ 52m2, giá từ 3,5 tỷ LH 0981 614 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ham-nghi-phuong-my-dinh-2-prj-mon-city/em-tung-chuyen-chuyen-nhuong-hd-quy-hon-100-ch-tu-52m2-86m2-gia-chi-tu-1-9-ty-lh-0981614434-pr32366714",""
"120 m²","","","","8,5 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Chính chủ cần bán căn hộ chung cư tại TMC Tower, Hai Bà Trưng, 8tỷ5 VND, 120m2","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-luong-yen-phuong-bach-dang-prj-tmc-tower/chinh-chu-ban-tai-hai-ba-trung-8-ty-vnd-120m2-pr41859176",""
"137 m²","Đông - Nam","Tây - Bắc","","8,8 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","","","","Chính chủ bán căn 4PN Roman Plaza Tố Hữu, dt 137m, sẵn sổ, full nội thất, có slot ô tô, giá 8.8 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-dai-mo-prj-roman-plaza/chinh-chu-ban-4pn-dt-137m-san-so-full-noi-that-co-slot-o-gia-8-5-ty-pr42909343",""
"500 m²","","","20 m","25 triệu/tháng","","","","Cơ bản","","6 phòng","6 phòng","","","","Cho thuê home 500m2 đường Trạng Trình, P9","https://batdongsan.com.vn/cho-thue-nha-biet-thu-lien-ke-duong-trang-trinh-phuong-9_2-prj-khu-biet-thu-hung-thinh/cho-home-500m2-p9-pr41725312","3 m"
"83 m²","","","4,5 m","15,9 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","21 phòng","21 phòng","7 tầng","","","Bán gấp CHDV Nhổn- ĐH Công nghiệp,83m2 - 7 TẦNG - 21 PHÒNG kk full nội thất- DOANH THU 100tr/th .","https://batdongsan.com.vn/ban-nha-rieng-duong-cau-dien-phuong-xuan-phuong/ban-gap-chdv-nhon-dh-cong-nghiep-83m2-7-tang-21-phong-kk-full-noi-that-doanh-thu-100tr-th-pr42632695","3 m"
"80 m²","","","8 m","75 triệu/tháng","","Theo nhà cung cấp","Theo nhà cung cấp","Đầy đủ","","7 phòng","7 phòng","7 tầng","Ở ngay","PCCC","Cho thuê tòa nhà MP Lê Đức Thọ. Mỹ Đình, NTL. DT 80m, MT 8m, 7 tầng 1 hầm. Giá 75tr. LH 0987 190 ***","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-le-duc-tho-phuong-my-dinh-1/cho-toa-mp-ntl-dt-80m-mt-8m-7-tang-1-ham-gia-75tr-lh-pr42911968","20 m"
"130 m²","","Tây - Bắc","10 m","3 triệu/tháng","","","","Sàn gỗ, trần thạch cao, tủ bếp, bếp, hút mùi, điều hòa, giường, rèm, lưới an toàn, thiết bị vệ sinh...","","","1 phòng","","","","(130m2 - 3tr) Liệp Tuyết Quốc Oai, cách bệnh viện nhi 2km, cho thuê (kho, bán hàng online or để ở)","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-xa-liep-nghia/-130m2-3tr-tuyet-quoc-oai-cach-benh-vien-nhi-2km-cho-ban-hang-online-or-de-o-pr42881603","10 m"
"1.706 m²","","","30 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Khuân viên nghỉ dưỡng 1706m tại xã đông xuân quốc oai không thể bỏ qua","https://batdongsan.com.vn/ban-trang-trai-khu-nghi-duong-xa-dong-xuan-2/khuan-vien-1706m-tai-quoc-oai-khong-the-bo-qua-pr42174645","5 m"
"130 m²","Bắc","Nam","","9 tỷ","","","","Đầy đủ","Hợp đồng mua bán","4 phòng","3 phòng","","","","Sunshine Center - BLQ bán quỹ căn hộ diện tích 103m2, 130m2, 159m2, bàn giao full nội thất cao cấp","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-2-prj-sunshine-center/-blq-ban-quy-dien-tich-103m2-130m2-159m2-ban-giao-full-noi-that-cao-cap-pr42285181",""
"73,2 m²","Bắc","Nam","","Thỏa thuận","","","","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng","","","","Hot: Cơ hội đầu tư căn hộ TTTP Hải Phòng, cách Aeon 1 bước chân, với giá từ 35tr/m2. LH: 0906 078 ***","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-nguyen-giap-phuong-kenh-duong-prj-hoang-huy-commerce/t-co-i-dau-tu-tttp-hai-png-cach-aeon-1-buoc-chan-voi-gia-tu-35tr-m-lh-pr41783031?source=ad&adid=2719082",""
"85,9 m²","Tây - Bắc","Tây - Bắc","4,3 m","6,7 tỷ","","","","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","4 tầng","","","Bán nhà riêng 85.9m2 sân cổng để ô tô phố Đinh Nhu, Lán Bè, quận Lê Chân","https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-nhu-phuong-lam-son/ban-86m2-san-cong-de-o-to-pho-lan-be-quan-le-chan-pr42391911","7 m"
"120 m²","","","8 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần bán gấp lô đất đẹp Đ. Nguyễn Đình Chiểu, gần chợ phường 4, Sóc Trăng. DT 120m2. SHR","https://batdongsan.com.vn/ban-dat-duong-nguyen-dinh-chieu-phuong-4-2/can-ban-gap-lo-dep-500tr-d-gan-cho-4-soc-trang-shr-tho-cu-pr42862180",""
"62 m²","Đông - Nam","Đông - Nam","","Thỏa thuận","","","","","","2 phòng","","","","","Bán căn 1N, 2N, 3N - The Lake - Masterise, căn hướng Đông Nam/Đông Bắc - Tầng đẹp","https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/ban-2n-the-lake-masterise-gia-tu-chu-dau-tu-huong-dong-nam-dong-bac-tang-dep-pr41965727",""
"56 m²","","","4,5 m","3,9 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Bán đất 56m2, MT 4,5m, gần chợ Ninh Hiệp","https://batdongsan.com.vn/ban-dat-duong-yen-thuong-xa-yen-thuong-1/ban-56m-mt-4-5m-gan-cho-ninh-hiep-pr41212026","6 m"
"90 m²","Tây","Tây - Bắc","5 m","4,45 tỷ","","","","Không nội thất","Hợp đồng mua bán","4 phòng","","4 tầng","","","Bán nhà xây thô mặt bằng 2125 giai đoạn 2 Đông vệ","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-lam-son-6-prj-khu-do-thi-xanh/ban-xay-tho-mat-bang-2125-giai-doan-2-dong-ve-pr42237956","12 m"
"143,7 m²","","Tây - Bắc","9,65 m","4,02 tỷ","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cần bán lô đất mặt tiền ~10m vị trí đẹp trung tâm phường Nam Ngạn","https://batdongsan.com.vn/ban-dat-duong-tran-hung-dao-phuong-nam-ngan/can-ban-lo-mat-tien-10m-vi-tri-dep-trung-tam-ngan-pr42917127","7 m"
"85 m²","Đông - Bắc","Đông - Bắc","5 m","26 tỷ","","","","Không nội thất","Hợp đồng mua bán","5 phòng","5 phòng","5 tầng","","","Cần bán căn TĐ8 - 85m2 - 26 tỷ - cạnh công viên hồ 5.5ha - cạnh chung cư cao cấp - vinhomes cổ loa","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-co-loa/can-ban-can-td8-85m2-26-ty-canh-ng-vien-ho-5-5ha-canh-chung-cu-cao-cap-loa-pr42901546","13 m"
"60 m²","","","","2,65 tỷ","","","","Nội thất cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Cần bán nhanh chung cư Sơn Kỳ 1 - Sổ hồng rồi 60m2 2PN giá 2,65 tỷ","https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dc13-phuong-son-ky-prj-tanibuilding-son-ky-1/-ban-nhanh-1-so-hong-roi-60m-2pn-gia-2-65-ty-pr42773637",""
"80 m²","Đông - Bắc","Đông - Bắc","5 m","4,85 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","","","Bán quỹ căn ẩn rẻ nhất còn lại 80m, 85m Central Riverside Thanh Hóa, Thanh Hóa","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dong-hai_1-prj-central-riverside-thanh-hoa/ban-quy-can-an-re-pr42148667","13 m"
"500 m²","","","","Thỏa thuận","","","","","","","","","","","Cho thuê kho hàng diện tích 500m, 1500m,1500m2*3 tầng Tại Thành Phố Thanh Hóa","https://batdongsan.com.vn/cho-thue-kho-nha-xuong-dat-duong-dai-lo-dong-tay-xa-dong-tan-3/cho-hang-dien-tich-500m-1500m-1500m2-3-tang-tai-thanh-pho-thanh-hoa-pr42833618",""
"1.500 m²","","Đông","10 m","22 tỷ","","","","","","","","","","","Bán nhà MT Quốc Lộ 57, 1500m2, cách đài truyền hình Vĩnh Long 800m, 22 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-lo-57-xa-thanh-duc-3/ban-mt-57-1500m2-cach-dai-truyen-hinh-vinh-ng-800m-22-ty-pr37558190",""
"800 m²","","","","220,2 nghìn/m²","","","","","","","","","","","Tòa nhà văn phòng FPT Tower - Phạm Văn Bạch - Cầu Giấy - Hà Nội nhượng văn phòng siêu đẹp","https://batdongsan.com.vn/cho-thue-van-phong-duong-pham-van-bach-phuong-dich-vong-hau-prj-toa-nha-fpt-cau-giay/-tower-ha-noi-nhuong-sieu-dep-pr40147132",""
"99 m²","","","","7,25 tỷ","","","","","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng","","","","Tổng hợp quỹ căn Sunshine City cơ hội sở hữu căn hộ đẳng cấp bên sông hồng giá tốt nhất thị trường","https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/tong-p-quy-co-i-so-huu-dang-cap-ben-song-ng-gia-tot-nhat-thi-truong-pr42734516",""
"31 m²","Tây - Nam","Tây - Nam","3,3 m","6 tỷ","","","","Không nội thất","Sổ đỏ/ Sổ hồng","","","3 tầng","","","Bán mặt tiền hiếm có quận 10 - dòng tiền 14,8tr nhà cũ 3 tầng - giá chỉ 6 tỷ","https://batdongsan.com.vn/ban-nha-mat-pho-duong-ngo-quyen-phuong-8-10/ban-tien-hiem-co-quan-10-dong-tien-14-8tr-cu-3-tang-gia-chi-6-ty-pr42912386",""
"1.606 m²","","Đông","","970 triệu","","","","","Sổ đỏ/ Sổ hồng.","","","","","","Bán đất tại An Tây, Bến Cát, Bình Dương giá tốt 970 triệu, 1606 m2","https://batdongsan.com.vn/ban-dat-xa-an-tay/b-tai-ben-cat-binh-duong-gia-tot-970-trieu-1606-m2-pr42353529","6 m"
"120 m²","","","6 m","120 triệu/tháng","","","","","","","","4 tầng","","","Nhà mặt phố Triệu Việt Vương - trung tâm quận Hai Bà Trưng","https://batdongsan.com.vn/cho-thue-nha-mat-pho-duong-trieu-viet-vuong-phuong-bui-thi-xuan/-trung-tam-quan-hai-ba-trung-pr42352819",""
"198 m²","","","7,5 m","148 tỷ","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","8 phòng","8 phòng","8 tầng","","","Mặt tiền gần 8m bán toà MP Mai Hắc Đế - Hai Bà Trưng 198m 8 tầng 1 hầm thang máy xây mới hiện đại","https://batdongsan.com.vn/ban-nha-mat-pho-pho-mai-hac-de-phuong-le-dai-hanh/-tien-gan-8m-ban-toa-mp-hai-ba-trung-190m-8-tang-1-ham-thang-may-xay-moi-hien-dai-pr42233562",""
"65 m²","Đông - Nam","Tây - Bắc","","Thỏa thuận","","","","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","","","","Chỉ 58tr/m2 sở hữu căn hộ sang trọng đẳng cấp nhất Ecopark, cơ hội mua nhà tặng xe Vf6, HTLS 0% 12T","https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-xuan-quan-prj-the-fibonan-ecopark/chi-58tr-2-so-huu-sang-trong-dang-cap-nhat-co-i-mua-nha-tang-xe-vf6-htls-0-12t-pr42893888",""
"62 m²","","","5 m","Thỏa thuận","","","","","Sổ đỏ/ Sổ hồng","","","","","","Cơ hội đầu tư chỉ 2.15 TỶ sở hữu lô đất Quận 7, MT Hoàng Quốc Việt, Phú Mỹ, SHR, gần ngay CC LaCasa","https://batdongsan.com.vn/ban-dat-duong-hoang-quoc-viet-phuong-phu-my-9/co-hoi-dau-tu-chi-2-45-ty-so-huu-lo-quan-7-mt-shr-gan-ngay-cc-lacasa-pr42898681","8 m"
"59 m²","","","","2,7 tỷ","","","","","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","","","","Em Hằng gửi đến quý khách mua nhà tại Vinhomes Ocean Park quỹ căn giá rẻ, tầng đẹp, view đẹp cắt lỗ","https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/em-hang-gui-den-quy-khach-mua-nha-tai-oceanpark-quy-re-tang-dep-view-dep-cat-lo-pr39461265",""
